time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-02T22:07:23.500Z,35.7308333,-117.5641667,14.32,0.9,ml,11,149,0.08896,0.19,ci,ci38477410,2020-05-02T22:10:49.959Z,"15km WSW of Searles Valley, CA",earthquake,0.7,0.95,0.15,10,automatic,ci,ci
2020-05-02T22:04:54.270Z,35.8061667,-117.6315,5.09,1.39,ml,19,79,0.02923,0.17,ci,ci38477402,2020-05-02T22:08:30.091Z,"21km WNW of Searles Valley, CA",earthquake,0.31,0.49,0.215,22,automatic,ci,ci
2020-05-02T22:03:34.410Z,19.2285004,-155.3963318,32.84,1.84,md,35,149,0.009023,0.15,hv,hv71497037,2020-05-02T22:06:49.980Z,"9km ENE of Pahala, Hawaii",earthquake,0.64,0.98,0.1,8,automatic,hv,hv
2020-05-02T22:01:37.657Z,17.9265,-66.631,9.04,3.1,ml,,195,0.063,0.38,us,us70009911,2020-05-02T22:42:46.040Z,"9km S of Ponce, Puerto Rico",earthquake,1.7,3.5,0.063,33,reviewed,us,us
2020-05-02T21:53:06.548Z,61.3858,-149.8631,40.3,1,ml,,,,0.18,ak,ak0205nrx5we,2020-05-02T21:55:40.739Z,"15km SSE of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2020-05-02T21:48:53.770Z,35.659,-117.458,0.44,0.8,ml,7,169,0.1932,0.13,ci,ci38477394,2020-05-02T21:52:40.089Z,"13km SSW of Searles Valley, CA",earthquake,0.56,0.74,0.175,8,automatic,ci,ci
2020-05-02T21:45:58.910Z,38.7879982,-122.7678299,1.18,0.56,md,12,97,0.01411,0.03,nc,nc73379445,2020-05-02T23:51:04.512Z,"2km NW of The Geysers, CA",earthquake,0.33,0.59,,1,automatic,nc,nc
2020-05-02T21:41:52.490Z,38.7971649,-122.7509995,0.53,1.49,md,29,48,0.02822,0.05,nc,nc73379440,2020-05-02T23:24:04.323Z,"2km NNE of The Geysers, CA",earthquake,0.18,0.47,0.12,10,automatic,nc,nc
2020-05-02T21:32:21.530Z,45.3115,-112.582,9.51,1.32,ml,7,147,0.052,0.08,mb,mb80416379,2020-05-03T13:36:43.220Z,"11km NNE of Dillon, Montana",earthquake,0.41,0.74,0.209,5,reviewed,mb,mb
2020-05-02T21:18:21.460Z,38.8353348,-122.8101654,2.14,0.89,md,13,92,0.01192,0.02,nc,nc73379435,2020-05-02T22:57:05.144Z,"8km W of Cobb, CA",earthquake,0.36,0.78,,1,automatic,nc,nc
2020-05-02T21:17:14.065Z,60.9487,-150.2239,44.8,0.9,ml,,,,0.3,ak,ak0205nrpgp4,2020-05-02T21:20:22.897Z,"34km SSW of Anchorage, Alaska",earthquake,,1,,,automatic,ak,ak
2020-05-02T21:08:21.410Z,35.7923333,-117.6163333,7.3,0.62,ml,10,195,0.02792,0.19,ci,ci38477378,2020-05-02T21:12:00.563Z,"19km W of Searles Valley, CA",earthquake,1.18,0.97,0.113,7,automatic,ci,ci
2020-05-02T21:08:00.115Z,17.8875,-66.6688,4.63,2.8,ml,,205,0.09,0.33,us,us7000990b,2020-05-02T22:23:59.040Z,"12km SSE of Tallaboa, Puerto Rico",earthquake,1.1,5.7,0.063,33,reviewed,us,us
2020-05-02T21:02:14.948Z,59.7112,-153.26,108.8,1.2,ml,,,,0.25,ak,ak0205nrm9k8,2020-05-03T04:31:15.752Z,"80km W of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-05-02T20:44:05.728Z,62.0583,-147.9611,19.9,1.4,ml,,,,0.61,ak,ak0205nr9ssc,2020-05-02T20:48:44.752Z,"55km ENE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-05-02T20:38:24.805Z,17.9222,-66.6807,8.94,2.6,ml,,197,0.056,0.2,us,us700098zn,2020-05-02T22:20:49.040Z,"8km SSE of Tallaboa, Puerto Rico",earthquake,1.2,2.9,0.063,33,reviewed,us,us
2020-05-02T20:38:06.810Z,33.233,-116.7301667,11.84,0.84,ml,29,35,0.02415,0.19,ci,ci38477362,2020-05-02T20:41:42.360Z,"3km ESE of Lake Henshaw, CA",earthquake,0.27,0.63,0.136,21,automatic,ci,ci
2020-05-02T20:36:38.100Z,32.7583333,-115.4315,11.24,2.33,ml,25,47,0.04859,0.23,ci,ci38477354,2020-05-02T20:41:18.356Z,"8km SW of Holtville, CA",earthquake,0.44,0.86,0.203,26,automatic,ci,ci
2020-05-02T20:36:23.540Z,38.8176651,-122.8046646,3.31,0.55,md,11,123,0.007113,0.01,nc,nc73379430,2020-05-02T22:30:02.970Z,"6km NW of The Geysers, CA",earthquake,0.57,0.78,,1,automatic,nc,nc
2020-05-02T20:34:52.730Z,32.7611667,-115.4358333,10.81,1.66,ml,16,79,0.04499,0.17,ci,ci38477346,2020-05-02T20:38:38.337Z,"8km SW of Holtville, CA",earthquake,0.48,0.79,0.212,22,automatic,ci,ci
2020-05-02T20:32:37.391Z,34.2598,25.9454,10,4,mb,,126,1.344,0.86,us,us700098zh,2020-05-02T22:15:07.040Z,"85km SSE of Ierapetra, Greece",earthquake,7.6,1.9,0.096,29,reviewed,us,us
2020-05-02T20:29:11.939Z,36.45171356,-98.75675201,3.870442629,2.14,ml,31,44.58534241,0.02892089076,0.4595729809,ok,ok2020iqlx,2020-05-02T20:32:41.343Z,"32km NW of Fairview, Oklahoma",earthquake,2.184963973,1.594297524,,22,automatic,ok,ok
2020-05-02T20:22:19.770Z,38.8173332,-122.8246689,2.46,0.56,md,14,68,0.009158,0.02,nc,nc73379425,2020-05-02T22:02:02.770Z,"7km NW of The Geysers, CA",earthquake,0.32,0.58,,1,automatic,nc,nc
2020-05-02T20:19:26.820Z,33.5175,-116.5296667,11.93,1.51,ml,52,45,0.03991,0.21,ci,ci38477314,2020-05-02T20:30:21.590Z,"14km ESE of Anza, CA",earthquake,0.24,0.41,0.169,27,automatic,ci,ci
2020-05-02T20:18:58.990Z,38.8120003,-122.8303299,2.39,0.69,md,21,38,0.003255,0.03,nc,nc73379415,2020-05-02T21:20:06.508Z,"8km WNW of The Geysers, CA",earthquake,0.21,0.5,0.26,3,automatic,nc,nc
2020-05-02T20:16:13.508Z,34.1405,25.6919,10,4.2,mb,,74,1.321,0.92,us,us700098z6,2020-05-02T21:39:59.040Z,"96km S of Ierapetra, Greece",earthquake,6.7,1.8,0.093,32,reviewed,us,us
2020-05-02T20:05:46.850Z,33.2413333,-116.3386667,9.59,0.8,ml,13,219,0.07102,0.24,ci,ci38477290,2020-05-02T20:09:33.885Z,"4km ESE of Borrego Springs, CA",earthquake,1.13,0.99,0.149,15,automatic,ci,ci
2020-05-02T19:45:08.050Z,35.9075,-117.7391667,9.03,0.45,ml,11,61,0.07622,0.07,ci,ci38477266,2020-05-02T19:48:41.999Z,"15km ESE of Little Lake, CA",earthquake,0.21,0.55,0.303,3,automatic,ci,ci
2020-05-02T19:33:18.980Z,33.0726667,-115.5896667,9.39,2.17,ml,34,41,0.03493,0.25,ci,ci38477242,2020-05-02T19:44:10.250Z,"5km NE of Westmorland, CA",earthquake,0.38,0.77,0.21,26,automatic,ci,ci
2020-05-02T19:30:04.418Z,13.6159,-91.2698,42.35,4.1,mb,,177,0.993,1.08,us,us700098yj,2020-05-02T21:30:18.040Z,"56km SSW of La Gomera, Guatemala",earthquake,7.7,14.5,0.114,21,reviewed,us,us
2020-05-02T19:28:42.970Z,32.8623333,-115.9848333,7.96,0.96,ml,15,72,0.02775,0.2,ci,ci38477226,2020-05-02T19:32:36.784Z,"14km N of Ocotillo, CA",earthquake,0.42,0.81,0.159,14,automatic,ci,ci
2020-05-02T19:28:32.400Z,35.684,-117.5081667,1.97,0.8,ml,10,141,0.1502,0.11,ci,ci38477234,2020-05-02T19:32:18.050Z,"13km SW of Searles Valley, CA",earthquake,0.4,0.53,0.25,7,automatic,ci,ci
2020-05-02T19:16:58.707Z,58.4341,-154.7703,5.5,0.2,ml,,,,0.77,ak,ak0205nqih7y,2020-05-02T19:20:46.343Z,"110km NNW of Larsen Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-02T19:11:29.478Z,62.3091,-152.8368,19.9,0.9,ml,,,,1.37,ak,ak0205nqhchj,2020-05-02T19:19:05.003Z,"141km W of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2020-05-02T19:08:56.702Z,59.9907,-139.7228,1.5,1.6,ml,,,,0.98,ak,ak0205nqgrax,2020-05-02T19:20:45.918Z,"49km N of Yakutat, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-05-02T18:58:03.210Z,36.7053,-116.2998,9.5,0.4,ml,14,78.02,0.081,0.12,nn,nn00724292,2020-05-02T19:15:23.289Z,"46km ESE of Beatty, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-05-02T18:57:48.846Z,61.6088,-154.1147,11.3,1,ml,,,,0.35,ak,ak0205nq5tag,2020-05-02T19:07:19.907Z,"145km NNW of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-02T18:50:18.554Z,59.7988,-153.0574,104.5,0.9,ml,,,,0.76,ak,ak0205nq4935,2020-05-02T19:02:26.973Z,"68km W of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-05-02T18:47:13.330Z,19.4363327,-155.8061676,10.06,1.78,md,20,230,0.1187,0.22,hv,hv71496932,2020-05-02T18:50:28.930Z,"6km ESE of Honaunau-Napoopoo, Hawaii",earthquake,1.07,0.39,0.2,7,automatic,hv,hv
2020-05-02T18:38:21.830Z,19.1848335,-155.4570007,35.35,1.86,md,27,157,0.07463,0.1,hv,hv71496927,2020-05-02T18:41:25.830Z,"3km SE of Pahala, Hawaii",earthquake,0.69,0.89,0.09,6,automatic,hv,hv
2020-05-02T18:38:14.434Z,61.3551,-153.7851,14.8,0.7,ml,,,,0.85,ak,ak0205nq1ny7,2020-05-02T18:42:39.897Z,"112km NNW of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-05-02T18:29:53.070Z,38.8349991,-122.7906647,1.91,0.35,md,9,75,0.003414,0.01,nc,nc73379410,2020-05-02T18:48:03.490Z,"6km WNW of Cobb, CA",earthquake,0.37,0.61,0.14,2,automatic,nc,nc
2020-05-02T18:28:42.730Z,35.991,-117.9286667,2.74,1.26,ml,19,97,0.03524,0.13,ci,ci38477194,2020-05-02T18:39:49.600Z,"6km SSE of Coso Junction, CA",earthquake,0.29,0.99,0.268,22,automatic,ci,ci
2020-05-02T18:08:26.200Z,19.1876659,-155.4868317,0.63,2.56,ml,46,71,0.03969,0.24,hv,hv71496897,2020-05-02T19:26:20.040Z,"2km SSW of Pahala, Hawaii",earthquake,0.39,0.3,2.74,32,automatic,hv,hv
2020-05-02T17:57:52.320Z,19.3583336,-155.5028381,7.8,1.94,md,42,38,0.06778,0.25,hv,hv71496882,2020-05-02T18:01:02.650Z,"17km N of Pahala, Hawaii",earthquake,0.39,0.88,0.21,24,automatic,hv,hv
2020-05-02T17:52:47.000Z,35.9913333,-117.4528333,1.39,1,ml,14,69,0.0727,0.15,ci,ci38477186,2020-05-02T17:56:16.418Z,"25km N of Searles Valley, CA",earthquake,0.31,0.41,0.1,11,automatic,ci,ci
2020-05-02T17:49:40.390Z,38.8325005,-122.8166656,1.42,0.94,md,23,54,0.01045,0.02,nc,nc73379395,2020-05-02T20:29:11.138Z,"8km NW of The Geysers, CA",earthquake,0.19,0.37,0.11,5,automatic,nc,nc
2020-05-02T17:33:41.314Z,59.0355,-136.3132,0,2.5,ml,,,,1.28,ak,ak0205npf7ub,2020-05-02T18:58:15.040Z,"73km W of Gustavus, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-02T17:27:02.935Z,44.3619,-115.1944,16.79,2.8,ml,,74,0.304,0.42,us,us700098vi,2020-05-02T18:38:40.040Z,"69km ESE of Cascade, Idaho",earthquake,2.1,8.7,0.042,76,reviewed,us,us
2020-05-02T17:21:03.890Z,35.7821667,-117.5846667,6.04,0.82,ml,15,129,0.03509,0.16,ci,ci38477162,2020-05-02T17:24:36.522Z,"16km W of Searles Valley, CA",earthquake,0.48,0.7,0.113,9,automatic,ci,ci
2020-05-02T17:12:28.800Z,38.8116684,-122.8259964,2.49,0.32,md,14,91,0.003741,0.01,nc,nc73379380,2020-05-02T19:35:04.791Z,"7km WNW of The Geysers, CA",earthquake,0.31,0.82,0.24,2,automatic,nc,nc
2020-05-02T17:07:05.750Z,38.8083344,-122.8263321,3.07,0.56,md,8,79,0.002286,0.01,nc,nc73379375,2020-05-02T19:07:03.615Z,"7km WNW of The Geysers, CA",earthquake,0.96,1.72,,1,automatic,nc,nc
2020-05-02T16:53:11.294Z,60.7409,-152.2946,96.7,1.9,ml,,,,0.55,ak,ak0205noy08j,2020-05-02T17:06:13.572Z,"37km NE of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-02T16:45:09.470Z,34.894,-116.5373333,0.23,2.01,ml,18,74,0.1146,0.18,ci,ci38477130,2020-05-02T16:49:02.885Z,"40km WNW of Ludlow, CA",earthquake,0.45,31.61,0.169,26,automatic,ci,ci
2020-05-02T16:44:24.880Z,33.9038,25.515,10,5.3,mww,,204,1.474,1.04,us,us700098uz,2020-05-02T16:57:54.040Z,"124km S of Ierapetra, Greece",earthquake,7.5,2,0.086,13,reviewed,us,us
2020-05-02T16:37:59.531Z,44.2106,-129.1806,10,3.4,ml,,250,4.242,0.37,us,us700098v7,2020-05-03T06:04:24.342Z,"Off the coast of Oregon",earthquake,5.9,2,0.074,24,reviewed,us,us
2020-05-02T16:26:39.720Z,34.029,-117.2375,16.23,1.02,ml,34,69,0.09266,0.18,ci,ci38477114,2020-05-02T16:30:20.749Z,"3km SE of Loma Linda, CA",earthquake,0.31,0.59,0.151,27,automatic,ci,ci
2020-05-02T16:24:57.827Z,62.9008,-151.2346,113.7,1.4,ml,,,,0.3,ak,ak0205norw2e,2020-05-02T16:46:03.091Z,"86km NW of Talkeetna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-05-02T16:24:06.450Z,38.8175011,-122.8051682,3.31,0.55,md,14,106,0.007023,0.02,nc,nc73379370,2020-05-02T18:40:03.442Z,"6km NW of The Geysers, CA",earthquake,0.48,0.69,,1,automatic,nc,nc
2020-05-02T16:20:15.625Z,63.572,-147.3028,12.4,0.9,ml,,,,0.62,ak,ak0205noqtaf,2020-05-02T16:23:46.270Z,"84km ENE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-02T16:13:09.220Z,38.8204994,-122.8413315,1.82,0.57,md,13,61,0.005573,0.02,nc,nc73379365,2020-05-02T18:15:04.292Z,"9km WNW of The Geysers, CA",earthquake,0.31,0.57,,1,automatic,nc,nc
2020-05-02T16:13:00.632Z,34.1928,25.5914,10,4.8,mb,,126,1.235,1.16,us,us700098ui,2020-05-02T17:03:29.040Z,"91km S of Ierapetra, Greece",earthquake,7.8,1.9,0.041,181,reviewed,us,us
2020-05-02T16:11:42.330Z,35.6435,-117.5451667,1.8,1.67,ml,22,60,0.1742,0.15,ci,ci38477090,2020-05-02T16:15:27.837Z,"12km ENE of Ridgecrest, CA",earthquake,0.22,0.92,0.125,25,automatic,ci,ci
2020-05-02T16:03:51.220Z,17.9531,-66.7295,8,2.68,md,21,186,0.1513,0.13,pr,pr2020123049,2020-05-04T10:00:22.559Z,"4km SSW of Tallaboa, Puerto Rico",earthquake,0.43,0.57,0.25,13,reviewed,pr,pr
2020-05-02T15:53:46.179Z,61.3351,-150.0967,36.2,1.2,ml,,,,0.65,ak,ak0205nocnbt,2020-05-02T16:06:30.969Z,"16km NW of Anchorage, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-05-02T15:50:11.660Z,35.893,-117.7001667,6.44,0.64,ml,12,89,0.06808,0.08,ci,ci38477082,2020-05-02T15:53:49.818Z,"19km ESE of Little Lake, CA",earthquake,0.19,0.61,0.105,7,automatic,ci,ci
2020-05-02T15:44:21.990Z,17.9845,-66.7135,10,2.19,md,13,169,0.1221,0.14,pr,pr2020123047,2020-05-04T08:55:27.506Z,"1km SSE of Tallaboa, Puerto Rico",earthquake,0.34,0.51,0.14,11,reviewed,pr,pr
2020-05-02T15:32:29.230Z,17.9363,-66.7176,7,3.02,md,22,190,0.1541,0.16,pr,pr2020123048,2020-05-04T08:55:34.802Z,"12km S of Tallaboa, Puerto Rico",earthquake,0.46,0.27,0.22,17,reviewed,pr,pr
2020-05-02T15:31:06.050Z,35.9106667,-117.741,6.85,0.74,ml,10,72,0.07326,0.09,ci,ci38477002,2020-05-02T15:34:42.672Z,"15km E of Little Lake, CA",earthquake,0.24,0.8,0.149,8,automatic,ci,ci
2020-05-02T15:30:09.522Z,63.0347,-150.6023,106.1,1.6,ml,,,,0.41,ak,ak0205no7n9g,2020-05-02T15:37:12.255Z,"83km NNW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-05-02T15:27:42.280Z,38.7623329,-122.7190018,-0.19,1.59,md,13,142,0.00464,0.05,nc,nc73379355,2020-05-02T17:22:02.952Z,"3km WSW of Anderson Springs, CA",earthquake,0.25,0.61,0.16,6,automatic,nc,nc
2020-05-02T15:27:21.330Z,17.9268,-66.7016,6,3.65,md,22,192,0.1502,0.12,pr,pr2020123017,2020-05-03T15:28:39.471Z,"10km SSE of Tallaboa, Puerto Rico",earthquake,0.38,0.23,0.14,20,reviewed,pr,pr
2020-05-02T15:16:43.660Z,17.9536,-66.7118,7,2.96,md,21,185,0.1382,0.13,pr,pr2020123044,2020-05-04T03:28:06.308Z,"4km S of Tallaboa, Puerto Rico",earthquake,0.41,0.24,0.09,13,reviewed,pr,pr
2020-05-02T15:14:05.920Z,33.6456667,-118.3641667,11.76,2.18,ml,42,78,0.0889,0.3,ci,ci38476994,2020-05-02T15:25:04.710Z,"11km S of Rancho Palos Verdes, CA",earthquake,0.49,1.08,0.114,28,automatic,ci,ci
2020-05-02T15:12:47.900Z,46.6013333333333,-119.8555,6.8,1.29,ml,13,89,0.04285,0.07,uw,uw61619146,2020-05-02T15:34:49.400Z,"9km SSE of Desert Aire, Washington",earthquake,0.24,0.17,0.1978097843214,11,reviewed,uw,uw
2020-05-02T15:09:18.710Z,33.6481667,-118.3495,11.16,2.39,ml,51,78,0.07932,0.33,ci,ci38476986,2020-05-02T15:20:00.290Z,"11km SSW of San Pedro, CA",earthquake,0.49,0.89,0.128,26,automatic,ci,ci
2020-05-02T15:04:02.060Z,17.9371,-66.7396,7,2.19,md,12,219,0.1447,0.13,pr,pr2020123046,2020-05-04T08:55:53.650Z,"6km SSW of Tallaboa, Puerto Rico",earthquake,0.73,0.26,0.11,6,reviewed,pr,pr
2020-05-02T14:57:58.896Z,55.8045,-157.9283,19.8,2.9,ml,,,,0.64,ak,ak0205nns3i6,2020-05-02T15:48:24.040Z,"72km SE of Chignik Lake, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-05-02T14:56:21.870Z,36.6595,-116.2368,6.4,0.2,ml,14,115.56,0.065,0.21,nn,nn00724281,2020-05-02T16:13:22.645Z,"54km NNW of Pahrump, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-02T14:50:31.070Z,33.6795,-116.7048333,16.27,0.84,ml,28,55,0.03253,0.1,ci,ci38476970,2020-05-02T14:54:03.127Z,"7km S of Idyllwild, CA",earthquake,0.2,0.38,0.155,24,automatic,ci,ci
2020-05-02T14:41:44.144Z,62.9518,-150.298,10.3,2.1,ml,,,,0.51,ak,ak0205nnomz4,2020-05-02T14:53:17.154Z,"70km N of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-02T14:39:37.590Z,33.0935,-115.5291667,9.54,1.46,ml,9,174,0.0509,0.14,ci,ci38476962,2020-05-02T14:43:28.048Z,"4km SSW of Calipatria, CA",earthquake,0.65,0.9,0.323,14,automatic,ci,ci
2020-05-02T14:38:39.196Z,60.0705,-152.5233,91.5,1.2,ml,,,,0.4,ak,ak0205nnnzfw,2020-05-02T14:42:02.097Z,"47km SSE of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-05-02T14:37:24.780Z,46.6016666666667,-119.857833333333,6.75,1.44,ml,20,90,0.04323,0.09,uw,uw61619131,2020-05-02T16:05:21.650Z,"9km SSE of Desert Aire, Washington",earthquake,0.24,0.16,0.289861046304184,13,reviewed,uw,uw
2020-05-02T14:36:17.220Z,18.8711,-68.7381,143,4.4,md,23,289,1.2474,0.05,pr,pr2020123014,2020-05-02T17:54:17.700Z,"14km ENE of La Romana, Dominican Republic",earthquake,7.44,1.56,0.16,10,reviewed,pr,pr
2020-05-02T14:28:09.810Z,17.9788,-66.7096,10,3.46,md,20,178,0.1216,0.15,pr,pr2020123020,2020-05-02T22:39:00.086Z,"4km S of Tallaboa, Puerto Rico",earthquake,0.33,0.31,0.21,20,reviewed,pr,pr
2020-05-02T14:27:36.639Z,59.9009,-141.8708,0.7,2.1,ml,,,,0.82,ak,ak0205nnlmdb,2020-05-02T14:31:08.076Z,"36km ESE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-02T14:25:34.200Z,40.2923317,-123.4238358,7.59,2.36,md,24,50,0.07068,0.27,nc,nc73379325,2020-05-02T16:28:03.400Z,"36km SW of Hayfork, CA",earthquake,0.44,0.86,0.11,16,automatic,nc,nc
2020-05-02T14:21:26.443Z,34.0859,25.4783,10,4.7,mb,,96,1.293,0.94,us,us700098st,2020-05-02T14:47:56.040Z,"104km S of Gra Liyia, Greece",earthquake,8.1,1.9,0.053,109,reviewed,us,us
2020-05-02T14:17:37.370Z,38.8380013,-122.809166,2.02,0.56,md,9,62,0.0146,0.01,nc,nc73379320,2020-05-02T16:13:04.315Z,"8km WNW of Cobb, CA",earthquake,0.45,1.57,,1,automatic,nc,nc
2020-05-02T14:13:01.175Z,63.0967,-150.1112,65.1,2.1,ml,,,,0.75,ak,ak0205nnijir,2020-05-02T14:18:43.522Z,"66km WSW of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-05-02T14:11:33.960Z,18.0208,-66.8306,13,2.46,md,21,121,0.0667,0.15,pr,pr2020123041,2020-05-03T21:49:50.220Z,"2km SE of Yauco, Puerto Rico",earthquake,0.4,0.38,0.29,12,reviewed,pr,pr
2020-05-02T14:10:50.831Z,65.2099,-152.4036,7.5,1.5,ml,,,,0.7,ak,ak0205nni0ay,2020-05-02T14:20:54.663Z,"15km WNW of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-02T14:02:34.652Z,61.5392,-141.2399,0.6,1.7,ml,,,,0.4,ak,ak0205nng9bg,2020-05-02T14:06:07.871Z,"170km E of Chitina, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-02T13:58:17.971Z,61.367,-149.923,24.2,1.6,ml,,,,0.7,ak,ak0205nn6siq,2020-05-02T14:03:56.660Z,"16km N of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
