time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-04-30T22:34:39.780Z,33.5005,-116.493,14.49,0.92,ml,43,38,0.06511,0.12,ci,ci38474938,2020-05-01T16:06:07.400Z,"18km ESE of Anza, CA",earthquake,0.14,0.2,0.132,23,reviewed,ci,ci
2020-04-30T22:20:59.380Z,36.3075,-98.18216667,7.45,2.2,ml,95,63,0.02879434957,0.29,ok,ok2020imyp,2020-05-01T14:26:01.199Z,"24km NNE of Okeene, Oklahoma",earthquake,,0.6,0.22,12,reviewed,ok,ok
2020-04-30T22:15:01.735Z,37.4126,-117.0097,5.7,1.6,ml,25,77.09,0.229,0.163,nn,nn00724096,2020-05-01T02:09:47.291Z,"38km SSE of Goldfield, Nevada",earthquake,,3.6,0.2,14,reviewed,nn,nn
2020-04-30T22:14:05.340Z,40.7306667,-112.0981667,5.02,0.59,md,6,132,0.02738,0.2,uu,uu60382992,2020-05-01T15:06:43.500Z,"2km N of Magna, Utah",earthquake,0.99,1.46,0.374,3,reviewed,uu,uu
2020-04-30T22:13:57.008Z,59.61,-153.3467,106.9,1.4,ml,,,,0.99,ak,ak0205kh7frj,2020-04-30T22:18:37.175Z,"87km WSW of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-04-30T22:10:55.070Z,36.18983333,-98.429,6.93,2.12,ml,97,64,0.1898627425,0.2,ok,ok2020imye,2020-05-01T13:55:03.205Z,"9km SSE of Fairview, Oklahoma",earthquake,,0.4,0.24,8,reviewed,ok,ok
2020-04-30T22:10:31.558Z,-24.0112,-66.93,164.35,5.4,mww,,32,1.557,0.92,us,us700097y1,2020-05-01T22:12:09.185Z,"66km WNW of San Antonio de los Cobres, Argentina",earthquake,6.7,4.1,0.054,33,reviewed,us,us
2020-04-30T22:09:50.790Z,17.943,-66.978,8,2.19,md,13,219,0.0713,0.21,pr,pr2020121023,2020-04-30T22:36:38.561Z,"8km WSW of Guanica, Puerto Rico",earthquake,0.64,1.25,0.55,5,reviewed,pr,pr
2020-04-30T22:08:34.140Z,33.4881667,-116.8,6.7,0.66,ml,27,45,0.02414,0.12,ci,ci38474922,2020-05-01T15:29:30.357Z,"8km NE of Aguanga, CA",earthquake,0.16,0.3,0.133,20,reviewed,ci,ci
2020-04-30T22:04:30.840Z,39.405,-110.299,-2.04,1.54,md,6,201,0.0278,0.03,uu,uu60382982,2020-05-01T15:01:33.170Z,"18km SSE of East Carbon City, Utah",earthquake,1.44,1.21,0.226,6,reviewed,uu,uu
2020-04-30T22:03:17.650Z,58.2698333,-154.9821667,1.94,-0.71,ml,9,177,0.05037,0.11,av,av62162551,2020-05-01T07:30:41.360Z,"100km NW of Larsen Bay, Alaska",earthquake,0.42,1.11,0.187,8,reviewed,av,av
2020-04-30T21:54:50.632Z,62.1004,-151.088,67.8,1.6,ml,,,,0.41,ak,ak0205kgus1b,2020-04-30T22:05:43.702Z,"56km WSW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-04-30T21:52:25.724Z,58.4164,-137.125,2.3,2.5,ml,,,,0.75,ak,ak0205kguc4a,2020-05-01T05:55:03.856Z,"79km W of Gustavus, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-04-30T21:43:55.090Z,32.7171667,-115.7591667,8.8,1.92,ml,32,51,0.04778,0.19,ci,ci38474906,2020-05-01T15:16:51.550Z,"20km WSW of El Centro, CA",earthquake,0.24,0.44,0.202,20,reviewed,ci,ci
2020-04-30T21:37:41.930Z,40.7295,-112.075,7.41,0.35,md,8,140,0.02409,0.07,uu,uu60382972,2020-05-01T14:58:25.860Z,"3km NE of Magna, Utah",earthquake,0.53,0.77,0.207,4,reviewed,uu,uu
2020-04-30T21:36:34.830Z,36.1056667,-117.8926667,4.4,0.12,ml,7,210,0.03284,0.04,ci,ci37443933,2020-05-01T04:51:04.157Z,"8km NE of Coso Junction, CA",earthquake,0.26,0.17,0.127,3,reviewed,ci,ci
2020-04-30T21:36:17.780Z,36.0418333,-117.711,2.61,0.47,ml,11,72,0.047,0.06,ci,ci38474898,2020-05-01T04:48:12.289Z,"21km ENE of Little Lake, CA",earthquake,0.13,0.25,0.029,4,reviewed,ci,ci
2020-04-30T21:30:34.841Z,61.5563,-150.982,59.4,1.2,ml,,,,0.63,ak,ak0205kgplml,2020-04-30T21:35:36.170Z,"54km W of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-04-30T21:23:21.830Z,-2.3984,138.7274,58.9,5.1,mww,,18,6.492,1.1,us,us700097x8,2020-04-30T23:07:03.040Z,"208km W of Abepura, Indonesia",earthquake,8.5,4.9,0.086,13,reviewed,us,us
2020-04-30T21:18:57.200Z,58.1763333,-155.3586667,-0.15,-0.68,ml,8,175,0.03745,0.14,av,av70890964,2020-05-01T07:25:06.920Z,"95km SE of King Salmon, Alaska",earthquake,0.45,3.52,0.209,8,reviewed,av,av
2020-04-30T21:15:32.090Z,33.4896667,-116.4671667,9.18,0.89,ml,23,52,0.08614,0.22,ci,ci38474882,2020-05-01T13:20:59.118Z,"20km ESE of Anza, CA",earthquake,0.35,0.91,0.237,23,reviewed,ci,ci
2020-04-30T21:14:31.778Z,59.8321,-153.272,126.7,2,ml,,,,0.51,ak,ak0205kgm5y9,2020-04-30T21:24:43.027Z,"78km SSW of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-30T21:10:07.430Z,19.128,-67.3138,7,3.3,md,14,298,0.6909,0.33,pr,pr2020121022,2020-05-02T03:55:09.040Z,"74km NNW of San Antonio, Puerto Rico",earthquake,3.95,3.88,0.14,8,reviewed,pr,pr
2020-04-30T21:03:26.729Z,-24.1014,-66.7737,213.97,4.2,mb,,68,1.724,1.13,us,us700097wn,2020-05-01T00:14:53.040Z,"48km WNW of San Antonio de los Cobres, Argentina",earthquake,7.1,8.5,0.128,17,reviewed,us,us
2020-04-30T21:02:26.790Z,34.259,-118.5195,13.96,1.14,ml,23,70,0.04044,0.26,ci,ci38474866,2020-05-01T15:03:42.218Z,"2km SW of Granada Hills, CA",earthquake,0.42,0.57,0.193,12,reviewed,ci,ci
2020-04-30T20:53:27.130Z,34.6368333,-117.1078333,-0.93,1.48,ml,22,36,0.1981,0.19,ci,ci37443925,2020-05-01T04:46:29.035Z,"17km NNE of Apple Valley, CA",quarry blast,0.39,31.61,0.09,17,reviewed,ci,ci
2020-04-30T20:53:13.450Z,35.8813333,-117.6771667,5.78,0.34,ml,13,87,0.06989,0.1,ci,ci38474858,2020-05-01T04:41:22.656Z,"22km ESE of Little Lake, CA",earthquake,0.22,0.98,0.056,5,reviewed,ci,ci
2020-04-30T20:52:34.632Z,62.0371,-150.7694,58,1.4,ml,,,,0.63,ak,ak0205kg8vd1,2020-04-30T20:57:04.116Z,"46km SW of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-04-30T20:52:05.500Z,33.4981667,-116.7863333,9.73,0.52,ml,9,183,0.07857,0.11,ci,ci38474842,2020-05-01T13:21:30.263Z,"10km NE of Aguanga, CA",earthquake,1.39,1.66,0.236,17,reviewed,ci,ci
2020-04-30T20:48:06.177Z,61.2984,-150.1203,33.3,1.6,ml,,,,0.37,ak,ak0205kg7yp5,2020-04-30T20:59:14.972Z,"14km NW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-30T20:41:05.590Z,38.8175011,-122.8126678,2.72,0.55,md,9,111,0.006224,0.02,nc,nc73378670,2020-04-30T21:02:03.649Z,"7km NW of The Geysers, CA",earthquake,0.48,1.18,,1,automatic,nc,nc
2020-04-30T20:29:59.920Z,33.5025,-116.4995,9.64,0.8,ml,25,59,0.06084,0.17,ci,ci38474834,2020-05-01T13:22:44.860Z,"17km ESE of Anza, CA",earthquake,0.25,0.59,0.186,21,reviewed,ci,ci
2020-04-30T20:28:06.547Z,62.9866,-151.4227,3.8,1.3,ml,,,,0.44,ak,ak0205kg3oep,2020-04-30T20:37:59.000Z,"99km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-30T20:19:34.850Z,54.1163333,-165.9083333,2.64,-1.09,ml,5,127,0.02411,0.2,av,av70890959,2020-05-01T07:19:03.680Z,"9km WSW of Akutan, Alaska",earthquake,0.47,1.04,0.262,5,reviewed,av,av
2020-04-30T20:17:55.541Z,32.3244,89.6477,35,4.2,mb,,105,2.905,1,us,us700097vu,2020-04-30T22:28:10.040Z,"66km NNW of Pubu, China",earthquake,6,2,0.085,39,reviewed,us,us
2020-04-30T20:16:00.760Z,33.4873333,-116.7943333,6.35,0.87,ml,30,35,0.02547,0.15,ci,ci38474826,2020-05-01T13:21:47.802Z,"8km NE of Aguanga, CA",earthquake,0.18,0.56,0.134,26,reviewed,ci,ci
2020-04-30T20:12:00.400Z,35.7528333,-117.5445,9.99,0.31,ml,7,171,0.07614,0.16,ci,ci38474818,2020-05-01T04:33:19.018Z,"13km W of Searles Valley, CA",earthquake,0.82,1.16,0.051,3,reviewed,ci,ci
2020-04-30T20:00:18.038Z,64.6904,-149.7032,25.2,2.2,ml,,,,0.57,ak,ak0205kfxp8w,2020-04-30T20:13:04.301Z,"30km WNW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-04-30T19:52:24.059Z,36.1135,-97.86833333,5.96,1.93,ml,98,35,0.1079788109,0.19,ok,ok2020imts,2020-04-30T20:28:33.991Z,"2km E of Hennessey, Oklahoma",earthquake,,0.4,0.24,10,reviewed,ok,ok
2020-04-30T19:48:13.970Z,-24.2461,-67.3871,207.1,4.5,mb,,110,1.478,0.7,us,us700097ux,2020-04-30T22:39:10.040Z,"108km W of San Antonio de los Cobres, Argentina",earthquake,8.9,11.1,0.242,5,reviewed,us,us
2020-04-30T19:45:13.570Z,42.0643333333333,-122.849,3.6,1.34,ml,8,115,0.1646,0.23,uw,uw61618036,2020-04-30T20:02:50.490Z,"18km SW of Ashland, Oregon",earthquake,0.52,2.56,0.0426862550425009,4,reviewed,uw,uw
2020-04-30T19:38:32.620Z,42.0591666666667,-122.853833333333,4.19,3.08,ml,15,116,0.1708,0.18,uw,uw61618026,2020-05-03T08:38:28.375Z,"17km SW of Ashland, Oregon",earthquake,0.37,1.29,0.130165027008724,9,reviewed,uw,uw
2020-04-30T19:36:01.623Z,64.6959,-147.9457,12.3,0.9,ml,,,,0.69,ak,ak0205kfjy54,2020-04-30T19:42:57.133Z,"17km S of Ester, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-04-30T19:28:08.100Z,35.6723333,-117.462,1.79,1.03,ml,18,79,0.08565,0.15,ci,ci38474794,2020-05-01T14:40:26.055Z,"12km SSW of Searles Valley, CA",earthquake,0.3,0.57,0.25,9,reviewed,ci,ci
2020-04-30T19:22:12.926Z,60.8589,-151.5823,30.2,0.8,ml,,,,0.89,ak,ak0205kfgyzw,2020-04-30T19:27:22.872Z,"24km NW of Nikiski, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-04-30T19:22:10.210Z,58.242,-155.1523333,3.39,-0.96,ml,7,143,0.0175,0.12,av,av70890954,2020-05-01T07:16:32.110Z,"101km ESE of King Salmon, Alaska",earthquake,0.45,1.51,0.219,6,reviewed,av,av
2020-04-30T19:20:23.838Z,65.0894,-161.136,9.8,2.5,ml,,,,0.37,ak,ak0205kfgkev,2020-04-30T21:53:56.040Z,"140km N of Unalakleet, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-30T19:19:40.770Z,17.8376,-66.796,5,3.1,md,19,222,0.2795,0.25,pr,pr2020121021,2020-04-30T20:27:43.040Z,"23km S of Indios, Puerto Rico",earthquake,0.7,0.57,0.22,14,reviewed,pr,pr
2020-04-30T19:15:43.750Z,38.8110008,-122.8183365,2.75,1.33,md,33,54,0.008734,0.02,nc,nc73378655,2020-04-30T23:30:02.869Z,"6km NW of The Geysers, CA",earthquake,0.19,0.36,0.17,8,automatic,nc,nc
2020-04-30T19:09:12.280Z,17.9671,-66.613,6,2.99,md,21,181,0.076,0.21,pr,pr2020121020,2020-05-01T03:11:52.554Z,"4km S of Ponce, Puerto Rico",earthquake,0.44,0.29,0.23,20,reviewed,pr,pr
2020-04-30T18:57:44.830Z,-24.0315,-69.1658,96.06,4.7,mb,,91,1.275,0.95,us,us700097tf,2020-04-30T20:11:57.040Z,"132km ESE of Antofagasta, Chile",earthquake,6.5,9.4,0.153,13,reviewed,us,us
2020-04-30T18:57:32.690Z,35.7148333,-117.525,2.27,1.32,ml,17,107,0.1167,0.18,ci,ci38474762,2020-04-30T20:10:12.888Z,"12km WSW of Searles Valley, CA",earthquake,0.36,0.72,0.126,16,reviewed,ci,ci
2020-04-30T18:56:41.841Z,60.4219,-137.1411,5.6,1.6,ml,,,,0.42,ak,ak0205kf2vyv,2020-04-30T19:00:04.062Z,"42km SSE of Haines Junction, Canada",earthquake,,1.1,,,automatic,ak,ak
2020-04-30T18:51:52.640Z,52.0663333,-176.1168333,2.45,-0.48,ml,4,172,0.02181,0.17,av,av70890944,2020-05-01T07:08:58.200Z,"42km ENE of Adak, Alaska",earthquake,0.65,1.33,0.243,4,reviewed,av,av
2020-04-30T18:51:22.880Z,54.116,-165.9113333,3.16,-1.08,ml,6,125,0.02278,0.2,av,av70890934,2020-05-01T07:04:56.120Z,"9km WSW of Akutan, Alaska",earthquake,0.51,0.84,0.261,6,reviewed,av,av
2020-04-30T18:49:04.660Z,38.831665,-122.8468323,1.49,0.57,md,13,101,0.008856,0.01,nc,nc73378650,2020-04-30T19:46:03.166Z,"10km NW of The Geysers, CA",earthquake,0.31,0.53,,1,automatic,nc,nc
2020-04-30T18:47:25.547Z,59.4776,-151.8114,21.6,1,ml,,,,0.57,ak,ak0205kf0wop,2020-04-30T19:12:28.227Z,"23km SW of Homer, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2020-04-30T18:46:28.190Z,35.9535,-117.6685,3.1,0.86,ml,16,52,0.01573,0.06,ci,ci38474754,2020-05-01T19:07:18.825Z,"22km E of Little Lake, CA",earthquake,0.13,0.24,0.138,8,reviewed,ci,ci
2020-04-30T18:42:16.160Z,52.0505,-176.0913333,7.16,-0.56,ml,4,117,0.02207,0.19,av,av70890939,2020-05-01T07:06:56.720Z,"43km ENE of Adak, Alaska",earthquake,1.18,1.42,0.135,4,reviewed,av,av
2020-04-30T18:24:49.550Z,47.7466667,-113.7743333,4.15,-0.29,md,5,212,0.198,0.03,mb,mb80415834,2020-05-01T22:01:10.850Z,"29km ENE of Polson, Montana",earthquake,1.02,6.36,0.083,2,reviewed,mb,mb
2020-04-30T18:20:12.310Z,17.9443,-67.0468,5,3.01,md,21,237,0.0253,0.16,pr,pr2020121019,2020-04-30T18:48:31.352Z,"3km S of La Parguera, Puerto Rico",earthquake,0.51,0.24,0.21,18,reviewed,pr,pr
2020-04-30T17:58:39.070Z,35.8621667,-117.6916667,6.77,0.5,ml,11,84,0.08,0.05,ci,ci38474730,2020-05-01T14:13:38.878Z,"21km ESE of Little Lake, CA",earthquake,0.15,0.36,0.062,5,reviewed,ci,ci
2020-04-30T17:39:08.460Z,36.1053333,-117.8848333,3.86,1.28,ml,25,90,0.02717,0.13,ci,ci38474706,2020-05-01T04:31:50.880Z,"9km NE of Coso Junction, CA",earthquake,0.2,0.31,0.267,19,reviewed,ci,ci
2020-04-30T17:35:17.280Z,41.838,-112.3613333,10.82,1.28,md,15,80,0.1795,0.1,uu,uu60382922,2020-04-30T17:51:02.560Z,"19km WNW of Garland, Utah",earthquake,0.46,0.74,0.12,10,reviewed,uu,uu
2020-04-30T17:30:59.330Z,41.8363333,-112.3608333,1.2,0.39,md,10,80,0.1797,0.13,uu,uu60382917,2020-04-30T17:47:13.690Z,"19km WNW of Garland, Utah",earthquake,0.49,31.61,0.29,4,reviewed,uu,uu
2020-04-30T17:29:46.375Z,-31.1271,-70.2378,132.69,4.1,mb,,72,0.482,0.41,us,us700097s4,2020-04-30T19:49:06.040Z,"82km WNW of Calingasta, Argentina",earthquake,2.8,10.7,0.37,2,reviewed,us,us
2020-04-30T17:25:15.050Z,19.4361667,-155.4373333,7.77,2.54,ml,46,42,0.07456,0.11,hv,hv71494357,2020-05-01T03:46:27.384Z,"20km W of Volcano, Hawaii",earthquake,0.29,0.66,0.187,29,reviewed,hv,hv
2020-04-30T17:23:05.130Z,19.1940002,-155.4425049,37.96,2.24,ml,47,139,0.04263,0.12,hv,hv71494352,2020-04-30T17:28:38.650Z,"4km ESE of Pahala, Hawaii",earthquake,0.55,0.72,4.48,4,automatic,hv,hv
2020-04-30T17:19:58.025Z,61.5365,-150.0258,33.3,1.1,ml,,,,0.88,ak,ak0205ke9k4a,2020-04-30T17:23:16.793Z,"4km WNW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-30T17:13:00.770Z,38.8146667,-122.8051682,2.25,0.55,md,10,105,0.009521,0.01,nc,nc73378635,2020-04-30T17:27:07.729Z,"6km NW of The Geysers, CA",earthquake,0.42,0.89,,1,automatic,nc,nc
2020-04-30T17:09:08.580Z,52.3136667,-174.0461667,17.1,0.26,ml,5,224,0.0312,0.05,av,av70890929,2020-05-01T06:57:51.560Z,"16km NE of Atka, Alaska",earthquake,1.05,0.71,0.136,5,reviewed,av,av
2020-04-30T16:59:33.020Z,35.6725,-117.505,9.59,0.83,ml,8,158,0.1615,0.14,ci,ci38474666,2020-04-30T20:12:44.906Z,"14km SW of Searles Valley, CA",earthquake,0.61,1.57,0.128,9,reviewed,ci,ci
2020-04-30T16:59:28.380Z,19.1566658,-155.4575043,30.61,2.04,md,29,169,0.0984,0.1,hv,hv71494342,2020-04-30T17:02:43.130Z,"5km SSE of Pahala, Hawaii",earthquake,0.58,0.84,0.13,6,automatic,hv,hv
2020-04-30T16:55:09.270Z,38.8190002,-122.8174973,2.41,0.56,md,10,87,0.007272,0.01,nc,nc73378630,2020-04-30T17:10:08.627Z,"7km NW of The Geysers, CA",earthquake,0.39,0.92,,1,automatic,nc,nc
2020-04-30T16:52:45.712Z,65.9629,-148.3245,17.4,1.9,ml,,,,0.98,ak,ak0205kdv65x,2020-04-30T17:00:32.207Z,"125km N of College, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-04-30T16:25:57.903Z,38.0806,-118.711,8,0.6,ml,6,255.91,0.236,0.1192,nn,nn00724129,2020-05-01T02:09:58.210Z,"49km S of Hawthorne, Nevada",earthquake,,5,0,1,reviewed,nn,nn
2020-04-30T16:16:56.710Z,51.7451667,-177.4663333,11.42,1.08,ml,7,325,0.1434,0.15,av,av70890924,2020-05-01T06:44:19.260Z,"49km ESE of Tanaga Volcano, Alaska",earthquake,1.19,0.95,0.365,7,reviewed,av,av
2020-04-30T16:15:41.990Z,38.8260002,-122.7828369,1.69,1.03,md,24,46,0.01104,0.03,nc,nc73378625,2020-04-30T16:31:10.457Z,"5km W of Cobb, CA",earthquake,0.18,0.33,0.14,6,automatic,nc,nc
2020-04-30T16:15:38.690Z,41.8325,-112.365,10.99,2.23,ml,18,80,0.175,0.14,uu,uu60382902,2020-05-03T12:55:18.317Z,"19km WNW of Garland, Utah",earthquake,0.37,0.71,0.096,8,reviewed,uu,uu
2020-04-30T16:14:05.160Z,17.9453,-67.0553,5,2.74,md,18,240,0.0265,0.11,pr,pr2020121016,2020-04-30T18:14:07.040Z,"13km SSW of La Parguera, Puerto Rico",earthquake,0.54,0.17,0.39,11,reviewed,pr,pr
2020-04-30T16:13:12.221Z,61.4325,-152.3171,7.7,0.5,ml,,,,0.54,ak,ak0205kdmqom,2020-04-30T16:17:41.912Z,"99km NNW of Nikiski, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-30T16:10:49.939Z,38.0023,-118.6972,11.5,1.1,ml,5,174.82,0.292,0.1436,nn,nn00724127,2020-05-01T02:09:55.872Z,"46km NNE of Mammoth Lakes, California",earthquake,,12.5,0.02,2,reviewed,nn,nn
2020-04-30T16:08:59.250Z,38.0461667,-118.7476667,4.62,1.96,md,25,110,0.2803,0.06,nc,nc73378620,2020-05-01T02:09:25.705Z,"30km SE of Bodie, CA",earthquake,0.45,8.45,0.196,24,reviewed,nc,nc
2020-04-30T16:04:52.750Z,17.9436,-67.0475,5,2.17,md,8,242,0.026,0.13,pr,pr2020121018,2020-04-30T17:46:38.558Z,"3km S of La Parguera, Puerto Rico",earthquake,0.6,0.29,0.14,5,reviewed,pr,pr
2020-04-30T16:03:05.420Z,17.9053,-66.8963,15,2.23,md,9,235,0.1612,0.11,pr,pr2020121017,2020-04-30T17:00:07.680Z,"7km S of Guanica, Puerto Rico",earthquake,0.71,1.03,0.11,6,reviewed,pr,pr
2020-04-30T15:56:48.960Z,17.958,-66.6118,6,3.31,md,22,183,0.085,0.19,pr,pr2020121015,2020-05-01T15:58:19.433Z,"5km S of Ponce, Puerto Rico",earthquake,0.41,0.26,0.33,16,reviewed,pr,pr
2020-04-30T15:52:36.850Z,35.861,-117.6888333,9.27,1.77,ml,35,31,0.08097,0.12,ci,ci38474626,2020-05-01T01:59:44.730Z,"21km ESE of Little Lake, CA",earthquake,0.14,0.36,0.275,24,reviewed,ci,ci
2020-04-30T15:51:29.140Z,35.626,-117.4635,8.37,1.05,ml,17,113,0.1291,0.16,ci,ci38474618,2020-05-01T01:14:21.702Z,"17km SSW of Searles Valley, CA",earthquake,0.32,1.47,0.09,11,reviewed,ci,ci
2020-04-30T15:48:20.790Z,33.0441667,-116.3798333,13.26,1.78,ml,67,50,0.05911,0.19,ci,ci38474610,2020-05-01T13:39:47.213Z,"21km E of Julian, CA",earthquake,0.18,0.47,0.193,43,reviewed,ci,ci
2020-04-30T15:38:56.460Z,52.052,-176.0955,-0.15,-0.78,ml,4,113,0.02502,0.07,av,av70890919,2020-05-01T06:36:41.480Z,"43km ENE of Adak, Alaska",earthquake,0.38,0.24,0.066,4,reviewed,av,av
2020-04-30T15:38:53.579Z,38.3531,-115.2519,9.1,1.7,ml,12,171.02,0.262,0.2269,nn,nn00724071,2020-05-01T02:09:22.873Z,"47km SSE of Currant, Nevada",earthquake,,2,0.32,7,reviewed,nn,nn
